priority_code,priority_name,table_name,table_comment,field_order,field_name,field_comment,data_type,length,scale,nullable,default_value,dict_code,primary_key,foreign_key,foreign_key_ref,unique_key_part,remark
P0,核心运行层,pro_sap_bom_ref,SAP BOM头参考表,11,last_sync_time,最后同步时间,datetime,,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_ref,SAP BOM头参考表,12,create_by,创建人,varchar,64,,N,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_ref,SAP BOM头参考表,13,create_time,创建时间,datetime,,,N,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_ref,SAP BOM头参考表,14,update_by,更新人,varchar,64,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_ref,SAP BOM头参考表,15,update_time,更新时间,datetime,,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_ref,SAP BOM头参考表,16,del_flag,逻辑删除标识,char,1,,N,'0',sys_del_flag,N,N,,,0存在 2删除
P0,核心运行层,pro_sap_bom_ref,SAP BOM头参考表,17,remark,备注,varchar,500,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_item_ref,SAP BOM行参考表,1,sap_bom_item_ref_id,SAP BOM行参考ID,bigint,20,,N,,,Y,N,,N,主键，建议使用雪花ID或数据库统一ID生成策略。
P0,核心运行层,pro_sap_bom_item_ref,SAP BOM行参考表,2,sap_bom_ref_id,SAP BOM参考ID,bigint,20,,N,,,N,Y,pro_sap_bom_ref.sap_bom_ref_id,Y,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_item_ref,SAP BOM行参考表,3,sap_item_node_no,SAP项目节点号,varchar,64,,N,,,N,N,,Y,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_item_ref,SAP BOM行参考表,4,sap_item_no,SAP项目号,varchar,64,,N,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_item_ref,SAP BOM行参考表,5,component_code,组件编码,varchar,64,,N,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_item_ref,SAP BOM行参考表,6,component_qty,组件数量,decimal,18,6,N,0,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_item_ref,SAP BOM行参考表,7,component_uom,组件单位,varchar,20,,Y,,mes_uom,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_item_ref,SAP BOM行参考表,8,valid_from,有效开始日期,varchar,64,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_item_ref,SAP BOM行参考表,9,valid_to,有效结束日期,varchar,64,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_item_ref,SAP BOM行参考表,10,item_status,项目状态,varchar,20,,N,0,status_dict,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_item_ref,SAP BOM行参考表,11,last_sync_time,最后同步时间,datetime,,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_item_ref,SAP BOM行参考表,12,create_by,创建人,varchar,64,,N,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_item_ref,SAP BOM行参考表,13,create_time,创建时间,datetime,,,N,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_item_ref,SAP BOM行参考表,14,update_by,更新人,varchar,64,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_item_ref,SAP BOM行参考表,15,update_time,更新时间,datetime,,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_item_ref,SAP BOM行参考表,16,del_flag,逻辑删除标识,char,1,,N,'0',sys_del_flag,N,N,,,0存在 2删除
P0,核心运行层,pro_sap_bom_item_ref,SAP BOM行参考表,17,remark,备注,varchar,500,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_routing_ref,SAP工艺路线参考表,1,sap_routing_ref_id,SAP工艺路线参考ID,bigint,20,,N,,,Y,N,,N,主键，建议使用雪花ID或数据库统一ID生成策略。
P0,核心运行层,pro_sap_routing_ref,SAP工艺路线参考表,2,sap_system_id,SAP系统ID,bigint,20,,N,,,N,Y,pro_sap_system.sap_system_id,Y,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_routing_ref,SAP工艺路线参考表,3,sap_routing_group,SAP工艺路线组,varchar,64,,Y,,,N,N,,Y,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_routing_ref,SAP工艺路线参考表,4,sap_group_counter,SAP组计数器,varchar,64,,Y,,,N,N,,Y,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_routing_ref,SAP工艺路线参考表,5,plant_code,工厂编码,varchar,64,,N,,,N,N,,Y,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_routing_ref,SAP工艺路线参考表,6,material_code,物料编码,varchar,64,,N,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_routing_ref,SAP工艺路线参考表,7,valid_from,有效开始日期,varchar,64,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_routing_ref,SAP工艺路线参考表,8,valid_to,有效结束日期,varchar,64,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_routing_ref,SAP工艺路线参考表,9,status,状态,varchar,20,,N,0,status_dict,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_routing_ref,SAP工艺路线参考表,10,last_sync_time,最后同步时间,datetime,,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_routing_ref,SAP工艺路线参考表,11,create_by,创建人,varchar,64,,N,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_routing_ref,SAP工艺路线参考表,12,create_time,创建时间,datetime,,,N,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_routing_ref,SAP工艺路线参考表,13,update_by,更新人,varchar,64,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_routing_ref,SAP工艺路线参考表,14,update_time,更新时间,datetime,,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_routing_ref,SAP工艺路线参考表,15,del_flag,逻辑删除标识,char,1,,N,'0',sys_del_flag,N,N,,,0存在 2删除
P0,核心运行层,pro_sap_routing_ref,SAP工艺路线参考表,16,remark,备注,varchar,500,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_operation_ref,SAP工序参考表,1,sap_operation_ref_id,SAP工序参考ID,bigint,20,,N,,,Y,N,,N,主键，建议使用雪花ID或数据库统一ID生成策略。
P0,核心运行层,pro_sap_operation_ref,SAP工序参考表,2,sap_routing_ref_id,SAP工艺路线参考ID,bigint,20,,N,,,N,Y,pro_sap_routing_ref.sap_routing_ref_id,Y,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_operation_ref,SAP工序参考表,3,sap_operation_no,SAP工序号,varchar,64,,N,,,N,N,,Y,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_operation_ref,SAP工序参考表,4,sap_work_center_code,SAP工作中心编码,varchar,64,,N,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_operation_ref,SAP工序参考表,5,operation_desc,工序说明,varchar,64,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_operation_ref,SAP工序参考表,6,standard_time,标准工时,decimal,18,2,Y,0,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_operation_ref,SAP工序参考表,7,time_uom,时间单位,varchar,20,,Y,,mes_uom,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_operation_ref,SAP工序参考表,8,status,状态,varchar,20,,N,0,status_dict,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_operation_ref,SAP工序参考表,9,last_sync_time,最后同步时间,datetime,,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_operation_ref,SAP工序参考表,10,create_by,创建人,varchar,64,,N,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_operation_ref,SAP工序参考表,11,create_time,创建时间,datetime,,,N,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_operation_ref,SAP工序参考表,12,update_by,更新人,varchar,64,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_operation_ref,SAP工序参考表,13,update_time,更新时间,datetime,,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_operation_ref,SAP工序参考表,14,del_flag,逻辑删除标识,char,1,,N,'0',sys_del_flag,N,N,,,0存在 2删除
P0,核心运行层,pro_sap_operation_ref,SAP工序参考表,15,remark,备注,varchar,500,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_work_center_ref,SAP工作中心参考表,1,sap_work_center_ref_id,SAP工作中心参考ID,bigint,20,,N,,,Y,N,,N,主键，建议使用雪花ID或数据库统一ID生成策略。
P0,核心运行层,pro_sap_work_center_ref,SAP工作中心参考表,2,sap_system_id,SAP系统ID,bigint,20,,N,,,N,Y,pro_sap_system.sap_system_id,Y,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_work_center_ref,SAP工作中心参考表,3,sap_work_center_code,SAP工作中心编码,varchar,64,,N,,,N,N,,Y,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_work_center_ref,SAP工作中心参考表,4,plant_code,工厂编码,varchar,64,,N,,,N,N,,Y,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_work_center_ref,SAP工作中心参考表,5,work_center_name,工作中心名称,varchar,128,,N,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_work_center_ref,SAP工作中心参考表,6,work_center_category,工作中心类别,varchar,64,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_work_center_ref,SAP工作中心参考表,7,status,状态,varchar,20,,N,0,status_dict,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_work_center_ref,SAP工作中心参考表,8,last_sync_time,最后同步时间,datetime,,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_work_center_ref,SAP工作中心参考表,9,create_by,创建人,varchar,64,,N,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_work_center_ref,SAP工作中心参考表,10,create_time,创建时间,datetime,,,N,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_work_center_ref,SAP工作中心参考表,11,update_by,更新人,varchar,64,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_work_center_ref,SAP工作中心参考表,12,update_time,更新时间,datetime,,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_work_center_ref,SAP工作中心参考表,13,del_flag,逻辑删除标识,char,1,,N,'0',sys_del_flag,N,N,,,0存在 2删除
P0,核心运行层,pro_sap_work_center_ref,SAP工作中心参考表,14,remark,备注,varchar,500,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_production_order_ref,SAP生产订单参考表,1,sap_prod_order_ref_id,SAP生产订单参考ID,bigint,20,,N,,,Y,N,,N,主键，建议使用雪花ID或数据库统一ID生成策略。
P0,核心运行层,pro_sap_production_order_ref,SAP生产订单参考表,2,sap_system_id,SAP系统ID,bigint,20,,N,,,N,Y,pro_sap_system.sap_system_id,Y,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_production_order_ref,SAP生产订单参考表,3,sap_order_no,SAP订单号,varchar,64,,N,,,N,N,,Y,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_production_order_ref,SAP生产订单参考表,4,plant_code,工厂编码,varchar,64,,N,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_production_order_ref,SAP生产订单参考表,5,material_code,物料编码,varchar,64,,N,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_production_order_ref,SAP生产订单参考表,6,order_qty,工单数量,decimal,18,6,N,0,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_production_order_ref,SAP生产订单参考表,7,order_uom,工单单位,varchar,20,,Y,,mes_uom,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_production_order_ref,SAP生产订单参考表,8,basic_start_date,基本开始日期,date,,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_production_order_ref,SAP生产订单参考表,9,basic_finish_date,基本完成日期,date,,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_production_order_ref,SAP生产订单参考表,10,order_status,工单状态,varchar,20,,N,0,mes_order_status,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_production_order_ref,SAP生产订单参考表,11,last_sync_time,最后同步时间,datetime,,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_production_order_ref,SAP生产订单参考表,12,create_by,创建人,varchar,64,,N,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_production_order_ref,SAP生产订单参考表,13,create_time,创建时间,datetime,,,N,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_production_order_ref,SAP生产订单参考表,14,update_by,更新人,varchar,64,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_production_order_ref,SAP生产订单参考表,15,update_time,更新时间,datetime,,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_production_order_ref,SAP生产订单参考表,16,del_flag,逻辑删除标识,char,1,,N,'0',sys_del_flag,N,N,,,0存在 2删除
P0,核心运行层,pro_sap_production_order_ref,SAP生产订单参考表,17,remark,备注,varchar,500,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_plant_map,SAP工厂映射表,1,sap_plant_map_id,SAP工厂映射ID,bigint,20,,N,,,Y,N,,N,主键，建议使用雪花ID或数据库统一ID生成策略。
P0,核心运行层,pro_sap_plant_map,SAP工厂映射表,2,sap_plant_ref_id,SAP工厂参考ID,bigint,20,,N,,,N,Y,pro_sap_plant_ref.sap_plant_ref_id,Y,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_plant_map,SAP工厂映射表,3,plant_id,工厂ID,bigint,20,,N,,,N,Y,pro_plant_master.plant_id,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_plant_map,SAP工厂映射表,4,map_status,映射状态,varchar,20,,N,0,status_dict,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_plant_map,SAP工厂映射表,5,effective_from,生效开始时间,datetime,,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_plant_map,SAP工厂映射表,6,effective_to,生效结束时间,datetime,,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_plant_map,SAP工厂映射表,7,create_by,创建人,varchar,64,,N,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_plant_map,SAP工厂映射表,8,create_time,创建时间,datetime,,,N,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_plant_map,SAP工厂映射表,9,update_by,更新人,varchar,64,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_plant_map,SAP工厂映射表,10,update_time,更新时间,datetime,,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_plant_map,SAP工厂映射表,11,del_flag,逻辑删除标识,char,1,,N,'0',sys_del_flag,N,N,,,0存在 2删除
P0,核心运行层,pro_sap_plant_map,SAP工厂映射表,12,remark,备注,varchar,500,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_material_map,SAP物料映射表,1,sap_material_map_id,SAP物料映射ID,bigint,20,,N,,,Y,N,,N,主键，建议使用雪花ID或数据库统一ID生成策略。
P0,核心运行层,pro_sap_material_map,SAP物料映射表,2,sap_material_ref_id,SAP物料参考ID,bigint,20,,N,,,N,Y,pro_sap_material_ref.sap_material_ref_id,Y,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_material_map,SAP物料映射表,3,material_id,物料ID,bigint,20,,N,,,N,Y,pro_material_master.material_id,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_material_map,SAP物料映射表,4,map_status,映射状态,varchar,20,,N,0,status_dict,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_material_map,SAP物料映射表,5,effective_from,生效开始时间,datetime,,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_material_map,SAP物料映射表,6,effective_to,生效结束时间,datetime,,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_material_map,SAP物料映射表,7,create_by,创建人,varchar,64,,N,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_material_map,SAP物料映射表,8,create_time,创建时间,datetime,,,N,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_material_map,SAP物料映射表,9,update_by,更新人,varchar,64,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_material_map,SAP物料映射表,10,update_time,更新时间,datetime,,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_material_map,SAP物料映射表,11,del_flag,逻辑删除标识,char,1,,N,'0',sys_del_flag,N,N,,,0存在 2删除
P0,核心运行层,pro_sap_material_map,SAP物料映射表,12,remark,备注,varchar,500,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_map,SAP BOM头映射表,1,sap_bom_map_id,SAP BOM映射ID,bigint,20,,N,,,Y,N,,N,主键，建议使用雪花ID或数据库统一ID生成策略。
P0,核心运行层,pro_sap_bom_map,SAP BOM头映射表,2,sap_bom_ref_id,SAP BOM参考ID,bigint,20,,N,,,N,Y,pro_sap_bom_ref.sap_bom_ref_id,Y,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_map,SAP BOM头映射表,3,bom_id,BOM ID,bigint,20,,N,,,N,Y,pro_bom_header.bom_id,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_map,SAP BOM头映射表,4,map_status,映射状态,varchar,20,,N,0,status_dict,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_map,SAP BOM头映射表,5,effective_from,生效开始时间,datetime,,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_map,SAP BOM头映射表,6,effective_to,生效结束时间,datetime,,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_map,SAP BOM头映射表,7,create_by,创建人,varchar,64,,N,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_map,SAP BOM头映射表,8,create_time,创建时间,datetime,,,N,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_map,SAP BOM头映射表,9,update_by,更新人,varchar,64,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_map,SAP BOM头映射表,10,update_time,更新时间,datetime,,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_map,SAP BOM头映射表,11,del_flag,逻辑删除标识,char,1,,N,'0',sys_del_flag,N,N,,,0存在 2删除
P0,核心运行层,pro_sap_bom_map,SAP BOM头映射表,12,remark,备注,varchar,500,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_item_map,SAP BOM行映射表,1,sap_bom_item_map_id,SAP BOM行映射ID,bigint,20,,N,,,Y,N,,N,主键，建议使用雪花ID或数据库统一ID生成策略。
P0,核心运行层,pro_sap_bom_item_map,SAP BOM行映射表,2,sap_bom_item_ref_id,SAP BOM行参考ID,bigint,20,,N,,,N,Y,pro_sap_bom_item_ref.sap_bom_item_ref_id,Y,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_item_map,SAP BOM行映射表,3,bom_item_id,BOM明细ID,bigint,20,,N,,,N,Y,pro_bom_item.bom_item_id,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_item_map,SAP BOM行映射表,4,map_status,映射状态,varchar,20,,N,0,status_dict,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_item_map,SAP BOM行映射表,5,effective_from,生效开始时间,datetime,,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_item_map,SAP BOM行映射表,6,effective_to,生效结束时间,datetime,,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_item_map,SAP BOM行映射表,7,create_by,创建人,varchar,64,,N,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_item_map,SAP BOM行映射表,8,create_time,创建时间,datetime,,,N,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_item_map,SAP BOM行映射表,9,update_by,更新人,varchar,64,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_item_map,SAP BOM行映射表,10,update_time,更新时间,datetime,,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_bom_item_map,SAP BOM行映射表,11,del_flag,逻辑删除标识,char,1,,N,'0',sys_del_flag,N,N,,,0存在 2删除
P0,核心运行层,pro_sap_bom_item_map,SAP BOM行映射表,12,remark,备注,varchar,500,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_routing_map,SAP工艺路线映射表,1,sap_routing_map_id,SAP工艺路线映射ID,bigint,20,,N,,,Y,N,,N,主键，建议使用雪花ID或数据库统一ID生成策略。
P0,核心运行层,pro_sap_routing_map,SAP工艺路线映射表,2,sap_routing_ref_id,SAP工艺路线参考ID,bigint,20,,N,,,N,Y,pro_sap_routing_ref.sap_routing_ref_id,Y,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_routing_map,SAP工艺路线映射表,3,routing_id,工艺路线ID,bigint,20,,N,,,N,Y,pro_routing_header.routing_id,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_routing_map,SAP工艺路线映射表,4,map_status,映射状态,varchar,20,,N,0,status_dict,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_routing_map,SAP工艺路线映射表,5,effective_from,生效开始时间,datetime,,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_routing_map,SAP工艺路线映射表,6,effective_to,生效结束时间,datetime,,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_routing_map,SAP工艺路线映射表,7,create_by,创建人,varchar,64,,N,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_routing_map,SAP工艺路线映射表,8,create_time,创建时间,datetime,,,N,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_routing_map,SAP工艺路线映射表,9,update_by,更新人,varchar,64,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_routing_map,SAP工艺路线映射表,10,update_time,更新时间,datetime,,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_routing_map,SAP工艺路线映射表,11,del_flag,逻辑删除标识,char,1,,N,'0',sys_del_flag,N,N,,,0存在 2删除
P0,核心运行层,pro_sap_routing_map,SAP工艺路线映射表,12,remark,备注,varchar,500,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_operation_map,SAP工序映射表,1,sap_operation_map_id,SAP工序映射ID,bigint,20,,N,,,Y,N,,N,主键，建议使用雪花ID或数据库统一ID生成策略。
P0,核心运行层,pro_sap_operation_map,SAP工序映射表,2,sap_operation_ref_id,SAP工序参考ID,bigint,20,,N,,,N,Y,pro_sap_operation_ref.sap_operation_ref_id,Y,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_operation_map,SAP工序映射表,3,operation_id,工序ID,bigint,20,,N,,,N,Y,pro_routing_operation.operation_id,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_operation_map,SAP工序映射表,4,map_status,映射状态,varchar,20,,N,0,status_dict,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_operation_map,SAP工序映射表,5,effective_from,生效开始时间,datetime,,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_operation_map,SAP工序映射表,6,effective_to,生效结束时间,datetime,,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_operation_map,SAP工序映射表,7,create_by,创建人,varchar,64,,N,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_operation_map,SAP工序映射表,8,create_time,创建时间,datetime,,,N,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_operation_map,SAP工序映射表,9,update_by,更新人,varchar,64,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_operation_map,SAP工序映射表,10,update_time,更新时间,datetime,,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_operation_map,SAP工序映射表,11,del_flag,逻辑删除标识,char,1,,N,'0',sys_del_flag,N,N,,,0存在 2删除
P0,核心运行层,pro_sap_operation_map,SAP工序映射表,12,remark,备注,varchar,500,,Y,,,N,N,,N,基础版字段定义，后续可按数据库规范细化。
P0,核心运行层,pro_sap_work_center_map,SAP工作中心映射表,1,sap_wc_map_id,SAP工作中心映射ID,bigint,20,,N,,,Y,N,,N,主键，建议使用雪花ID或数据库统一ID生成策略。
